row_id,col_0,col_1,col_2,col_3,col_4,col_5,pop,importance
3,-1.125926201162098,-0.706984071787131,-0.09557370032158256,-1.5763543844285801,1.7394152868495703,0.7683489731830699,2,7.240716355456285
120,-1.291528059278327,1.135382753381952,-1.6516873119211652,1.4770246768032138,1.3983870680485215,-1.83792566880723,1,4.288251387555633
97,1.6893053868137908,1.4703585397763308,-1.6516873119211652,1.4770246768032138,1.3983870680485215,0.5945973303837166,1,4.191949970118718
187,1.3581016705813334,-1.3769356445758885,-0.2684752127215362,1.316320515685751,-0.8182963541582954,-1.83792566880723,1,3.870138808768481
7,-1.125926201162098,-0.8744719649843203,-1.4787857995212117,1.4770246768032138,1.3983870680485215,-0.44791252641240337,1,3.707821562605156
63,-1.4571299173945556,-0.8744719649843203,-1.4787857995212117,-0.6121294177238031,1.227872958647997,-0.9691674548104634,1,3.620526802262367
83,1.1924998124651047,-1.7119114309702672,-0.09557370032158256,-0.4514252566063403,1.7394152868495703,-0.27416088361305,1,3.611351703624967
191,-1.4571299173945556,-0.5394961785899416,-0.09557370032158256,-1.4156502233111172,1.7394152868495703,0.42084568758436325,1,3.587066408840116
22,0.5300923800001895,0.2979432873960053,1.8063429360779075,-0.4514252566063403,-1.3298386823598685,1.28960390158113,1,3.5424289213434736
153,0.5300923800001895,-1.3769356445758885,1.8063429360779075,0.19139138786351104,-0.13623991655619788,1.28960390158113,1,3.537798201891545
94,-0.29791691058095426,0.632919073790384,1.4605399112780002,1.4770246768032138,-1.500352791760393,-0.27416088361305,1,3.532207215220162
60,-0.9603243430458693,-1.7119114309702672,-0.7871797499213972,0.6735038712158995,-0.4772681353572466,1.28960390158113,1,3.487006206454673
139,0.033286805651503264,-1.0419598581815097,-1.6516873119211652,1.6377288379206765,0.5458165210458996,-0.27416088361305,1,3.4861301488271086
38,1.3581016705813334,-1.3769356445758885,0.9418353740781393,-0.13001693437141462,-0.13623991655619788,-1.31667074040917,1,3.4492720103839143
10,1.3581016705813334,-1.544423537773078,-0.6142782375214435,0.8342080323333624,-0.9888104635588197,-0.44791252641240337,1,3.448417364517028
101,-0.9603243430458693,0.2979432873960053,0.7689338616781857,-1.5763543844285801,1.0573588492474728,-1.1429190976098167,1,3.444829904462526
145,-1.6227317755107844,1.135382753381952,-0.6142782375214435,0.8342080323333624,0.716330630446424,0.9421006159824232,1,3.434577654601644
