row_id,col_1,col_2,col_3,col_4,col_5,col_6,pop
23,12.0,6.0,18.0,1.0,9.0,12.0,30
333,11.0,12.0,9.0,14.0,12.0,20.0,28
529,18.0,2.0,9.0,1.0,12.0,18.0,28
370,18.0,4.0,18.0,1.0,9.0,1.0,27
455,2.0,12.0,2.0,17.0,10.0,7.0,27
549,2.0,0.0,3.0,4.0,0.0,14.0,27
704,18.0,12.0,0.0,1.0,15.0,14.0,27
876,2.0,9.0,16.0,1.0,16.0,15.0,27
112,12.0,12.0,3.0,0.0,16.0,7.0,26
209,6.0,2.0,2.0,17.0,4.0,11.0,26
247,6.0,17.0,3.0,1.0,13.0,12.0,26
346,3.0,12.0,16.0,1.0,4.0,11.0,26
349,5.0,16.0,2.0,1.0,19.0,7.0,26
379,12.0,20.0,20.0,17.0,4.0,12.0,26
381,19.0,20.0,3.0,1.0,19.0,15.0,26
389,18.0,2.0,16.0,4.0,19.0,20.0,26
427,2.0,13.0,18.0,4.0,4.0,19.0,26
551,0.0,3.0,2.0,1.0,7.0,8.0,26
652,18.0,17.0,19.0,15.0,7.0,0.0,26
696,12.0,13.0,19.0,14.0,15.0,12.0,26
800,7.0,0.0,9.0,17.0,15.0,7.0,26
881,11.0,8.0,9.0,1.0,15.0,19.0,26
969,12.0,10.0,13.0,1.0,7.0,2.0,26
55,6.0,9.0,2.0,17.0,12.0,6.0,25
66,2.0,11.0,15.0,18.0,4.0,13.0,25
86,12.0,20.0,9.0,6.0,13.0,4.0,25
94,12.0,17.0,19.0,7.0,8.0,6.0,25
132,14.0,4.0,9.0,6.0,16.0,6.0,25
226,2.0,12.0,13.0,17.0,3.0,17.0,25
281,12.0,18.0,18.0,13.0,3.0,12.0,25
306,12.0,19.0,15.0,17.0,9.0,7.0,25
413,18.0,4.0,3.0,14.0,3.0,19.0,25
511,2.0,15.0,7.0,1.0,16.0,8.0,25
553,2.0,7.0,2.0,13.0,12.0,12.0,25
628,9.0,3.0,2.0,1.0,16.0,20.0,25
727,2.0,5.0,2.0,0.0,12.0,20.0,25
753,7.0,16.0,19.0,19.0,15.0,13.0,25
773,12.0,12.0,16.0,16.0,4.0,5.0,25
847,9.0,13.0,9.0,13.0,8.0,13.0,25
858,6.0,12.0,19.0,4.0,2.0,14.0,25
867,1.0,12.0,9.0,8.0,9.0,6.0,25
879,15.0,12.0,19.0,17.0,10.0,8.0,25
932,6.0,20.0,11.0,17.0,2.0,6.0,25
2,7.0,2.0,20.0,1.0,11.0,5.0,24
53,13.0,17.0,14.0,1.0,9.0,1.0,24
98,2.0,18.0,19.0,17.0,14.0,8.0,24
105,14.0,1.0,9.0,17.0,12.0,4.0,24
114,11.0,0.0,11.0,4.0,16.0,15.0,24
129,14.0,13.0,13.0,1.0,12.0,13.0,24
223,12.0,17.0,2.0,6.0,13.0,19.0,24
289,11.0,2.0,12.0,17.0,7.0,20.0,24
298,11.0,0.0,19.0,10.0,4.0,14.0,24
359,2.0,10.0,14.0,4.0,19.0,9.0,24
416,12.0,19.0,16.0,6.0,3.0,13.0,24
451,18.0,10.0,11.0,9.0,7.0,8.0,24
454,19.0,5.0,11.0,1.0,6.0,15.0,24
581,12.0,16.0,9.0,20.0,11.0,14.0,24
670,18.0,0.0,9.0,3.0,8.0,12.0,24
682,6.0,16.0,0.0,4.0,8.0,17.0,24
692,9.0,16.0,9.0,6.0,15.0,0.0,24
694,2.0,6.0,8.0,4.0,9.0,16.0,24
716,2.0,18.0,2.0,13.0,7.0,3.0,24
759,17.0,6.0,11.0,1.0,19.0,17.0,24
774,18.0,12.0,13.0,3.0,6.0,7.0,24
918,19.0,5.0,9.0,6.0,16.0,17.0,24
934,11.0,10.0,3.0,17.0,3.0,16.0,24
936,15.0,13.0,6.0,18.0,16.0,8.0,24
945,11.0,0.0,9.0,10.0,15.0,13.0,24
958,16.0,4.0,2.0,1.0,2.0,7.0,24
984,11.0,4.0,9.0,8.0,19.0,6.0,24
0,6.0,19.0,14.0,10.0,7.0,20.0,23
35,2.0,18.0,19.0,6.0,19.0,8.0,23
37,10.0,17.0,9.0,2.0,6.0,15.0,23
38,15.0,19.0,16.0,1.0,0.0,15.0,23
56,3.0,12.0,19.0,0.0,7.0,13.0,23
61,12.0,19.0,14.0,2.0,7.0,19.0,23
64,0.0,0.0,14.0,1.0,15.0,7.0,23
65,12.0,20.0,0.0,15.0,6.0,4.0,23
92,12.0,3.0,3.0,5.0,18.0,11.0,23
143,4.0,5.0,3.0,18.0,19.0,0.0,23
146,2.0,0.0,5.0,17.0,9.0,4.0,23
208,7.0,16.0,0.0,10.0,7.0,9.0,23
212,14.0,11.0,15.0,18.0,7.0,20.0,23
221,12.0,17.0,0.0,15.0,12.0,9.0,23
250,15.0,5.0,18.0,6.0,9.0,8.0,23
284,18.0,2.0,14.0,0.0,6.0,11.0,23
296,2.0,13.0,15.0,9.0,9.0,11.0,23
302,2.0,5.0,4.0,20.0,4.0,0.0,23
330,16.0,12.0,3.0,10.0,6.0,11.0,23
343,3.0,5.0,9.0,6.0,12.0,13.0,23
361,12.0,2.0,9.0,13.0,5.0,2.0,23
362,15.0,6.0,19.0,13.0,8.0,14.0,23
375,3.0,5.0,6.0,17.0,4.0,19.0,23
420,15.0,12.0,3.0,16.0,0.0,17.0,23
428,16.0,20.0,9.0,4.0,3.0,5.0,23
449,11.0,0.0,9.0,19.0,2.0,5.0,23
477,2.0,9.0,18.0,8.0,19.0,12.0,23
528,8.0,16.0,12.0,1.0,12.0,20.0,23
546,2.0,9.0,9.0,20.0,15.0,11.0,23
559,18.0,20.0,18.0,16.0,9.0,9.0,23
571,10.0,16.0,3.0,14.0,8.0,20.0,23
576,12.0,3.0,1.0,15.0,8.0,8.0,23
602,13.0,12.0,2.0,5.0,7.0,11.0,23
620,4.0,0.0,16.0,1.0,12.0,8.0,23
