row_id,col_1,col_2,col_3,col_4,col_5,col_6
0,9,6,14,9,15,15
1,19,0,10,18,17,2
2,14,5,9,2,9,15
3,3,0,17,3,4,20
4,3,18,19,18,2,19
5,12,19,17,5,19,5
6,5,16,16,4,16,8
7,19,1,18,8,7,18
8,12,3,5,3,10,20
9,9,15,17,18,20,11
10,13,17,19,0,12,2
11,13,17,18,0,14,15
12,9,19,3,10,15,4
13,18,10,17,14,1,12
14,11,13,0,11,12,2
15,2,0,10,3,10,1
16,18,11,12,16,18,3
17,5,2,10,11,11,17
18,13,10,20,16,15,2
19,3,7,10,12,11,4
20,15,0,8,13,7,2
21,6,3,14,11,8,17
22,12,2,6,18,7,10
23,4,15,2,0,20,9
24,9,15,10,18,19,12
25,14,9,3,18,14,5
26,16,12,19,16,14,6
27,10,17,19,18,7,17
28,9,17,16,8,2,14
29,11,16,5,8,9,2
30,5,12,13,3,9,18
31,15,6,4,11,14,0
32,5,18,4,8,6,8
33,15,4,9,20,20,14
34,14,12,19,17,6,7
35,7,10,8,5,19,1
36,4,3,19,14,6,0
37,18,17,1,20,12,13
38,2,15,13,14,2,1
39,2,8,7,18,19,20
40,19,14,11,13,17,1
41,20,10,0,18,13,8
42,2,13,19,2,3,1
43,1,14,20,20,12,19
44,10,13,16,14,13,18
45,1,3,7,11,12,17
46,16,12,11,6,15,13
47,4,10,20,20,7,8
48,17,7,6,7,14,18
49,3,6,20,3,14,1
50,11,5,5,13,5,0
51,5,17,20,15,0,20
52,18,17,1,18,16,17
53,3,17,4,11,14,14
54,2,20,2,10,19,20
55,13,6,17,5,5,10
56,2,20,13,11,13,14
57,8,18,11,6,16,13
58,14,13,18,18,13,7
59,12,3,11,0,4,3
60,15,18,19,18,2,15
61,6,4,20,19,0,10
62,20,16,11,17,1,9
63,18,15,7,1,4,3
64,20,3,0,14,12,16
65,5,19,12,20,11,11
66,19,9,1,14,18,20
67,3,20,13,0,0,17
68,14,10,17,9,3,13
69,17,0,6,3,3,17
70,8,1,4,5,2,18
71,20,4,20,8,19,5
72,4,5,14,10,17,18
73,11,11,6,15,11,20
74,3,9,16,14,7,13
75,17,7,13,15,18,6
76,16,4,12,17,17,18
77,17,19,19,16,3,16
78,18,7,19,0,6,7
79,4,8,6,3,7,1
80,4,2,4,0,6,9
81,15,0,16,3,15,8
82,7,18,16,9,16,20
83,15,8,4,1,13,16
84,12,12,12,17,0,20
85,3,20,4,10,1,1
86,15,2,5,19,3,4
87,20,6,6,16,5,3
88,1,5,6,1,17,9
89,6,8,18,18,1,11
90,18,5,0,14,18,13
91,12,4,1,14,15,6
92,5,16,0,5,5,3
93,7,8,9,7,1,19
94,16,0,13,4,8,19
95,16,5,0,17,10,3
96,19,5,7,18,14,18
97,1,3,3,11,17,11
98,18,14,9,6,1,12
99,15,20,7,0,16,14
100,13,6,18,9,19,10
101,19,20,4,6,11,1
102,6,20,4,11,3,20
103,20,18,2,16,3,8
104,1,9,19,8,7,17
105,10,18,17,18,16,19
106,16,14,15,16,7,6
107,20,3,6,10,2,1
108,0,5,13,3,15,9
109,4,10,0,16,13,6
110,13,0,5,6,10,9
111,20,2,18,1,11,11
112,0,13,10,7,8,17
113,12,3,15,2,3,3
114,7,10,2,18,5,2
115,20,3,3,1,15,4
116,14,4,11,18,14,5
117,0,4,20,20,18,10
118,13,13,1,4,8,16
119,18,14,1,8,10,5
120,14,20,19,3,14,17
121,6,15,2,11,6,8
122,9,0,11,17,0,17
123,6,16,12,9,13,0
124,5,3,18,14,20,20
125,18,11,13,2,3,2
126,11,8,18,15,0,13
127,12,11,4,19,2,1
128,10,19,1,15,7,2
129,20,3,20,3,7,5
130,13,14,16,4,0,11
131,18,11,10,8,18,3
132,12,9,0,9,17,12
133,6,7,16,0,15,19
134,3,16,12,9,8,13
135,16,2,0,0,19,1
136,15,8,13,0,2,17
137,0,10,4,10,5,6
138,12,15,2,14,7,19
139,15,16,12,2,2,12
140,16,13,4,11,15,5
141,8,15,3,5,18,0
142,7,5,2,20,13,1
143,15,12,15,10,10,15
144,9,16,11,4,11,2
145,18,9,15,18,10,15
146,9,14,2,9,11,8
147,18,0,12,6,19,20
148,6,5,11,3,19,9
149,18,1,3,14,5,0
150,17,7,12,18,15,0
151,1,18,13,14,1,12
152,19,19,10,9,1,16
153,2,3,4,1,3,11
154,5,19,14,6,5,13
155,17,6,5,5,5,19
156,9,3,9,0,13,17
157,8,9,18,3,20,12
158,9,12,11,2,18,8
159,12,7,3,20,8,6
160,20,10,14,12,2,2
161,19,10,20,4,19,18
162,11,17,3,7,13,15
163,19,7,4,8,1,7
164,6,17,20,8,10,11
165,7,16,18,0,2,13
166,17,1,7,16,8,11
167,6,0,20,20,13,1
168,16,6,14,8,7,6
169,3,9,6,14,12,7
170,8,8,4,20,5,15
171,15,13,18,18,15,4
172,0,4,8,20,6,9
173,14,20,11,12,17,20
174,9,0,3,16,20,12
175,1,14,11,1,6,3
176,13,17,10,2,2,17
177,0,12,4,3,2,18
178,12,15,18,0,17,6
179,2,19,9,20,7,1
180,9,20,17,11,13,1
181,16,19,11,6,14,1
182,11,16,0,7,4,7
183,19,13,5,17,4,9
184,14,2,2,16,13,9
185,18,15,16,19,12,0
186,0,16,17,16,11,5
187,6,16,15,0,10,9
188,0,10,2,15,0,6
189,10,16,18,13,15,16
190,13,8,20,12,1,19
191,7,3,4,14,1,20
192,8,7,10,12,6,18
193,14,11,12,0,20,7
194,14,13,7,2,11,14
195,15,6,17,12,5,1
196,1,18,5,9,16,18
197,15,17,18,1,2,14
198,14,11,19,12,1,17
199,14,17,12,5,7,15
200,19,2,16,17,11,6
201,11,2,11,14,16,11
202,8,0,15,14,10,4
203,6,2,12,12,18,9
204,6,19,20,14,17,19
205,6,2,19,9,14,11
206,15,18,11,20,1,7
207,12,0,1,13,3,5
208,12,8,15,0,8,6
209,17,15,6,17,8,19
210,1,4,8,3,15,20
211,2,5,16,18,7,9
212,9,15,5,19,7,2
213,1,9,7,11,19,11
214,8,18,14,13,4,17
215,11,5,19,20,10,14
216,3,13,4,20,10,19
217,6,12,18,3,19,11
218,13,0,7,15,20,18
219,4,13,11,11,19,11
220,10,14,6,9,4,14
221,1,12,13,19,5,0
222,14,10,12,16,3,10
223,0,13,20,4,20,4
224,2,8,12,10,17,9
225,5,8,12,17,9,14
226,11,19,14,13,18,18
227,20,9,0,19,6,10
228,20,3,3,20,9,4
229,15,11,0,4,17,3
230,14,5,6,18,13,14
231,20,15,14,5,5,5
232,11,1,3,5,9,18
233,4,5,13,14,18,18
234,6,17,11,7,20,2
235,14,9,20,18,11,2
236,13,16,2,6,16,14
237,19,9,6,19,2,14
238,19,4,1,8,17,12
239,19,6,3,7,5,3
240,4,19,19,20,8,7
241,1,6,17,9,2,16
242,1,2,4,12,12,5
243,13,4,20,0,8,2
244,5,3,1,15,5,13
245,9,3,6,16,4,13
246,15,7,15,5,10,1
247,0,8,4,1,13,19
248,12,11,8,5,3,9
249,4,3,19,3,12,15
250,10,18,17,0,20,3
251,8,8,10,4,20,5
252,19,5,7,20,18,0
253,4,20,18,1,15,1
254,8,17,15,6,8,11
255,18,0,5,1,16,20
256,13,12,10,15,17,19
257,2,0,13,16,2,11
258,1,1,11,20,4,15
259,4,2,5,18,11,7
260,5,13,2,10,6,8
261,10,12,17,9,1,6
262,14,9,11,19,8,18
263,5,18,0,1,14,10
264,17,0,3,3,3,17
265,0,6,13,15,14,4
266,12,4,17,4,4,5
267,13,1,14,15,4,15
268,0,7,0,6,5,7
269,4,14,19,15,16,10
270,1,0,16,0,1,16
271,3,11,9,9,14,10
272,6,9,18,17,1,6
273,13,10,0,19,4,3
274,13,2,17,17,3,2
275,9,15,2,18,19,14
276,4,10,8,12,10,20
277,13,0,8,12,1,3
278,15,9,5,8,1,0
279,11,15,1,12,7,0
280,4,9,2,10,4,11
281,11,12,13,3,2,16
282,7,15,10,4,15,8
283,12,7,4,8,5,1
284,6,16,11,0,14,20
285,10,9,15,8,11,14
286,15,0,5,12,0,12
287,4,2,11,9,8,16
288,5,13,2,17,6,8
289,14,18,15,18,18,16
290,5,0,18,14,2,16
291,5,3,7,3,20,1
292,9,11,0,11,9,11
293,18,2,18,6,20,0
294,12,8,15,17,14,19
295,14,14,9,17,14,11
296,0,12,16,16,6,10
297,11,8,14,0,10,4
298,18,17,17,17,19,6
299,13,0,19,8,15,5
300,6,17,0,15,17,17
301,18,12,18,2,19,16
302,10,16,11,11,19,15
303,0,19,12,1,15,6
304,1,17,16,15,19,17
305,20,19,15,0,20,4
306,14,12,4,17,19,4
307,15,10,10,2,18,9
308,1,16,2,2,7,15
309,11,18,0,18,3,16
310,18,3,14,6,19,16
311,8,6,3,16,14,8
312,15,5,16,6,16,13
313,14,19,20,17,18,17
314,13,19,4,6,11,16
315,18,15,1,11,16,20
316,2,7,4,20,16,20
317,13,13,3,14,1,20
318,3,16,2,20,15,11
319,19,2,4,15,6,19
320,15,16,1,11,12,4
321,15,7,13,7,17,19
322,11,10,15,14,12,20
323,17,0,0,0,8,20
324,13,17,0,19,10,1
325,18,1,18,1,5,14
326,10,15,19,20,2,2
327,18,20,10,5,8,4
328,6,19,0,2,10,20
329,9,12,2,10,19,8
330,10,8,12,8,13,15
331,16,14,10,11,10,17
332,11,7,20,9,2,19
333,3,12,19,7,1,1
334,20,5,19,6,3,7
335,17,9,19,10,6,4
336,10,17,15,18,19,4
337,6,2,9,18,4,4
338,10,18,11,16,19,14
339,17,8,16,10,5,11
340,10,16,9,12,4,3
341,6,14,1,16,20,7
342,15,19,2,16,4,13
343,13,13,10,19,12,8
344,19,1,11,7,15,0
345,15,5,19,5,2,8
346,18,2,20,6,13,13
347,2,4,4,18,9,8
348,15,8,5,4,3,19
349,20,17,15,6,13,16
350,7,10,16,13,8,5
351,7,16,12,12,16,18
352,1,17,3,6,15,18
353,14,13,12,19,6,14
354,0,1,2,20,4,15
355,16,17,15,10,2,9
356,17,15,8,20,0,10
357,10,12,7,18,8,5
358,3,8,14,17,3,18
359,15,5,11,14,14,14
360,15,13,7,1,14,7
361,10,15,7,4,19,3
362,11,9,3,18,9,18
363,18,10,12,20,1,13
364,19,17,15,3,0,2
365,11,2,20,17,3,16
366,11,19,7,16,13,19
367,10,7,0,20,16,19
368,17,9,8,1,19,2
369,0,0,17,7,17,0
370,16,9,8,9,0,15
371,6,2,16,8,14,7
372,3,18,1,1,12,18
373,0,14,1,15,13,5
374,10,13,19,3,16,15
375,5,7,12,3,15,16
376,3,15,1,19,12,2
377,20,9,17,2,0,10
378,4,2,10,0,14,6
379,1,14,17,3,0,8
380,8,5,13,8,1,8
381,12,19,19,11,9,4
382,11,0,3,12,17,1
383,10,3,17,6,8,1
384,3,13,16,0,2,0
385,19,20,12,13,11,10
386,17,1,2,3,8,10
387,20,8,16,14,8,6
388,7,2,0,3,16,0
389,3,7,16,11,15,4
390,12,12,11,2,11,19
